Location,Country,Category,Visitors,Rating,Revenue actual (usd),Accommodation_Available
Fdakarpdyx,Brazil,Nature,293644,2.74,"$97,985,338,000.00",Yes
Tuujjunams,USA,Nature,157782,2.76,"$5,139,397,000.00",Yes
Uokvxepwbi,Australia,Historical,117823,2.05,"$87,303,466,000.00",Yes
Furouedwxc,India,Urban,156438,1.98,"$91,890,457,000.00",Yes
Frsgworewn,China,Adventure,97969,4.90,"$27,016,427,000.00",Yes
Fznfdswhtm,China,Historical,632247,3.33,"$4,023,258,000.00",No
Rgdtewlngo,Egypt,Urban,530352,3.31,"$901,122,000.00",No
Sbcxbgpbof,China,Nature,955332,1.50,"$32,112,718,000.00",Yes
Nivudzvqrm,Australia,Beach,865013,4.95,"$31,026,271,000.00",No
Kzesfnitga,Brazil,Historical,648698,2.56,"$44,563,958,000.00",No
Uonatplntz,France,Adventure,733794,3.99,"$81,616,024,000.00",No
Fcoalugumz,France,Urban,618907,1.31,"$1,581,925,000.00",No
Cajufjehuv,Brazil,Cultural,535120,2.82,"$6,925,608,000.00",No
Mwzjcafdje,Australia,Cultural,930005,2.46,"$1,150,481,000.00",No
Dbnbupitqy,USA,Nature,423544,4.77,"$40,354,779,000.00",No
Xucsnktjfw,Brazil,Adventure,8778,3.52,"$83,908,171,000.00",Yes
Tfloxzacbr,USA,Historical,757450,4.81,"$72,995,392,000.00",Yes
Bjbenbkykp,USA,Cultural,627818,1.56,"$91,552,083,000.00",No
Gogrsnhcru,Egypt,Cultural,588940,3.14,"$85,391,056,000.00",Yes
Ndvpvbyicr,India,Cultural,340872,2.18,"$54,456,399,000.00",Yes
Aaqvpbnanz,India,Cultural,712275,1.74,"$16,610,853,000.00",Yes
Ufoikdorok,France,Historical,188680,1.67,"$47,560,349,000.00",No
Wvfnqlmzwa,France,Urban,725623,3.37,"$73,265,347,000.00",Yes
Qpqdsianqd,India,Cultural,308938,1.08,"$55,550,697,000.00",Yes
Phqhbnoisd,India,Adventure,736830,1.91,"$28,928,435,000.00",Yes
Lxerlzjnsi,Australia,Beach,635049,3.66,"$97,935,358,000.00",No
Eepqqkoplb,Egypt,Beach,707595,3.53,"$5,163,788,000.00",No
Xzqjtivugg,Australia,Urban,521123,4.44,"$95,655,897,000.00",No
Gitcgftciy,China,Nature,836859,3.75,"$381,154,000.00",Yes
Kjtjihrntc,Australia,Cultural,90653,3.93,"$47,156,544,000.00",No
Txjivylukb,USA,Adventure,86355,4.18,"$98,760,768,000.00",No
Mfrtbfrnas,China,Historical,981756,3.65,"$49,295,415,000.00",Yes
Zbnszcefyf,India,Adventure,741728,2.90,"$14,114,738,000.00",No
Jcctalielr,France,Adventure,544777,4.98,"$18,617,044,000.00",Yes
Jncfrqekao,India,Urban,822712,4.47,"$11,392,718,000.00",No
Yiqfnnrcjw,Egypt,Beach,563079,3.84,"$88,691,665,000.00",No
Iwuhtsbduc,France,Urban,55256,4.51,"$71,457,982,000.00",Yes
Sczkmahkcm,USA,Urban,294765,2.38,"$9,316,472,000.00",No
Horwxquadl,Australia,Historical,507423,3.69,"$97,586,067,000.00",No
Daiodblner,USA,Urban,141857,1.26,"$23,331,258,000.00",No
Nrgydpqotf,Brazil,Historical,567380,2.91,"$18,372,485,000.00",No
Bxjvgwokjf,China,Cultural,216206,1.16,"$51,492,842,000.00",No
Uzoaxilirx,France,Nature,203208,4.19,"$83,381,276,000.00",Yes
Lfwcyjjxkp,USA,Nature,643171,4.59,"$10,236,772,000.00",No
Ectpwopvqz,Australia,Urban,729904,1.80,"$59,212,824,000.00",Yes
Oviiqdfdpo,India,Historical,612356,1.12,"$7,346,697,000.00",Yes
Fslqrdzupa,India,Historical,187233,2.51,"$32,737,633,000.00",Yes
Tbhwoebqqs,USA,Urban,51421,3.28,"$81,363,946,000.00",No
Adhqakidbk,Egypt,Historical,809206,2.41,"$84,540,699,000.00",No
Ricxyocbrc,Brazil,Urban,948817,1.71,"$67,710,183,000.00",Yes
Xoasslwobc,India,Adventure,416316,4.23,"$95,306,536,000.00",Yes
Bfzprubyvq,Australia,Historical,532845,3.52,"$65,345,547,000.00",No
Zgeoohiahl,China,Nature,134577,2.34,"$30,090,801,000.00",Yes
Qwetqzakog,Brazil,Nature,108811,4.06,"$71,679,996,000.00",No
Mxvenlblpo,Brazil,Historical,891830,4.02,"$58,058,959,000.00",Yes
Tahudiqwqt,India,Beach,529208,4.40,"$94,950,368,000.00",No
Mjcclrjpxd,France,Beach,306933,4.62,"$97,066,485,000.00",No
Hdrzwfhptu,Brazil,Cultural,385823,4.22,"$79,774,495,000.00",No
Ttxqmizcml,Australia,Cultural,439576,1.14,"$67,398,728,000.00",No
Qhuuzfhdmf,France,Adventure,605601,1.29,"$97,822,063,000.00",Yes
Umnpehfaze,China,Urban,378630,3.37,"$45,778,254,000.00",No
Fryjsoczer,India,Urban,970279,4.63,"$67,850,822,000.00",No
Erfcfzejfy,Egypt,Urban,604050,3.19,"$21,506,735,000.00",Yes
Hbsecannbq,China,Nature,627649,2.07,"$34,921,301,000.00",No
Aoqtjrqaru,India,Nature,449907,3.81,"$23,357,308,000.00",No
Jdouqjxhpm,India,Adventure,963997,4.30,"$25,359,362,000.00",No
Yviccotwgl,Egypt,Beach,643895,3.70,"$7,949,434,000.00",Yes
Hnvggajqkt,China,Nature,719256,4.18,"$10,202,253,000.00",Yes
Fnpcxpqxyt,Brazil,Historical,445749,4.12,"$96,487,168,000.00",Yes
Lpqftfwlim,Egypt,Historical,131488,1.40,"$89,402,852,000.00",Yes
Yyyhbifbws,Egypt,Adventure,723043,1.39,"$32,050,545,000.00",No
Ecihanwpnf,India,Adventure,253299,1.72,"$20,578,453,000.00",No
Smmjeqimea,Egypt,Nature,763013,2.25,"$2,986,554,000.00",Yes
Etisgwhyeb,USA,Urban,567906,3.32,"$49,286,456,000.00",No
Zymbiiriaz,China,Cultural,585269,1.97,"$69,326,721,000.00",No
Ghczzlshoo,Brazil,Adventure,183739,4.01,"$93,197,234,000.00",No
Nsaqerwzou,USA,Urban,954228,1.50,"$8,628,308,000.00",No
Mdmmnfneja,Australia,Adventure,592540,4.33,"$87,172,935,000.00",Yes
Tidppywall,France,Beach,885618,4.25,"$61,565,286,000.00",No
Xkryslbboc,Brazil,Cultural,648709,2.09,"$15,733,358,000.00",No
Cuwrascaec,India,Cultural,141737,2.20,"$23,272,653,000.00",Yes
Fiuwlspcud,Egypt,Nature,830607,1.05,"$5,499,606,000.00",Yes
Fprtvcevvz,Egypt,Urban,902536,4.44,"$76,687,819,000.00",Yes
Hhlohmecol,Egypt,Nature,888247,2.26,"$27,602,892,000.00",No
Nanugwvtvk,China,Cultural,292994,1.97,"$85,390,613,000.00",No
Dalvpaspem,China,Adventure,220748,2.18,"$32,214,283,000.00",Yes
Vqaypqvuyf,India,Cultural,688347,4.51,"$47,085,114,000.00",No
Ryijoaszpp,USA,Adventure,174716,4.66,"$85,322,359,000.00",No
Ayksqiqqxp,France,Urban,182204,4.33,"$71,861,588,000.00",No
Nvhjzoefbs,France,Beach,66726,1.86,"$83,187,533,000.00",No
Htdkpxvibo,France,Urban,943545,4.28,"$72,960,113,000.00",No
Skyzmdhcbq,France,Nature,10810,1.63,"$72,696,202,000.00",No
Lcvjmqshac,Brazil,Urban,174738,3.72,"$5,253,005,000.00",Yes
Azmxlclpvx,USA,Cultural,526958,3.01,"$98,030,007,000.00",No
Dkvtrmdljd,France,Urban,966079,2.04,"$34,350,873,000.00",Yes
Ztqwbncwem,France,Nature,22203,2.90,"$13,013,121,000.00",No
Ehemkmjqzv,USA,Cultural,600098,2.35,"$73,159,198,000.00",No
Mafqmnnmqx,India,Historical,992132,2.00,"$3,795,392,000.00",Yes
Bdtlejbevd,India,Beach,452051,4.28,"$88,920,061,000.00",No
Gwoybeglnq,India,Beach,891428,3.15,"$56,945,637,000.00",Yes
Kutudviawx,India,Beach,179859,4.66,"$90,140,793,000.00",No
Xipxbsxfji,India,Historical,525711,3.88,"$72,827,109,000.00",Yes
Ehgdrloifs,Egypt,Cultural,751989,4.92,"$87,130,078,000.00",No
Tyfggzozho,Brazil,Urban,33190,1.79,"$96,619,155,000.00",No
Mramfevrgk,Egypt,Historical,357925,1.83,"$15,945,058,000.00",Yes
Cuibgxawhj,India,Adventure,171771,1.77,"$2,639,171,000.00",Yes
Beajnepsjs,USA,Cultural,143240,3.14,"$79,508,898,000.00",No
Jxafqcxelq,France,Nature,810799,3.20,"$27,820,665,000.00",No
Owzgwithsm,India,Nature,576704,4.18,"$44,979,459,000.00",No
Ufjefrofma,Egypt,Nature,81953,2.68,"$54,638,732,000.00",Yes
Wpbofbhebo,France,Cultural,135533,1.22,"$16,615,268,000.00",Yes
Gzwtmtqris,China,Adventure,454922,2.42,"$60,783,414,000.00",No
Gitqrlmbvp,Brazil,Historical,944148,3.34,"$82,727,898,000.00",No
Pnuvqzhsln,France,Nature,318053,3.23,"$54,885,369,000.00",Yes
Lquqfuoszh,USA,Beach,162855,1.96,"$390,535,000.00",Yes
Witqmchwnt,Egypt,Urban,944396,1.94,"$21,827,654,000.00",Yes
Notsyuntsz,India,Historical,103165,2.97,"$53,123,582,000.00",No
Rjytyqzvyw,Brazil,Cultural,335735,2.92,"$38,801,243,000.00",Yes
Toaksqizwh,France,Nature,35590,2.18,"$30,215,044,000.00",No
Dnuwhpzrho,Egypt,Nature,11506,4.26,"$44,230,775,000.00",No
Tbyouyykoa,Australia,Urban,943089,3.17,"$54,425,673,000.00",Yes
Orjshgjywr,Australia,Historical,373092,3.59,"$91,260,005,000.00",No
Fptpiawfbd,Brazil,Beach,232679,2.67,"$13,961,771,000.00",No
Epuxuaxdgg,Brazil,Beach,973574,3.64,"$9,743,158,000.00",No
Usjispklfy,France,Beach,898495,3.35,"$64,651,878,000.00",Yes
Qzqbqicfnv,India,Beach,451599,4.77,"$575,707,000.00",Yes
Guwrhigpwu,India,Urban,609767,4.81,"$69,106,506,000.00",Yes
Xweggghhxj,Australia,Historical,648358,1.88,"$68,527,174,000.00",No
Ksrhtqclge,Australia,Urban,254373,3.81,"$57,533,398,000.00",No
Hholsrubij,France,Nature,976995,1.46,"$90,420,015,000.00",No
Wyiamcswfo,China,Nature,304685,2.65,"$71,490,667,000.00",Yes
Txyvthedqe,Egypt,Beach,497523,2.61,"$26,046,821,000.00",No
Hzktcydvmo,Egypt,Urban,957299,2.03,"$2,431,386,000.00",No
Mrmovcbzbh,USA,Nature,856673,2.82,"$87,309,467,000.00",No
Eibjruogdx,France,Nature,433305,3.98,"$46,907,782,000.00",No
Urukmkqcst,Egypt,Urban,747906,3.37,"$57,145,284,000.00",No
Oujdsekqpa,Egypt,Cultural,281788,1.54,"$85,082,021,000.00",Yes
Sstsniddqg,India,Nature,293141,3.18,"$1,149,017,000.00",Yes
Uilhianbhe,France,Nature,335641,2.48,"$9,240,122,000.00",Yes
Tveiqskwla,China,Cultural,465518,1.59,"$98,035,008,000.00",Yes
Qyrdmswgxl,Egypt,Urban,444650,3.65,"$70,445,668,000.00",No
Hkbneonirp,Australia,Urban,891072,4.28,"$49,359,141,000.00",No
Tvxqhpvlgl,France,Nature,831774,4.04,"$64,625,818,000.00",No
Cvjprcvslw,France,Cultural,207877,2.84,"$65,530,872,000.00",Yes
Kwvhjzwqqf,India,Urban,770792,4.49,"$68,304,968,000.00",No
Odquqdyyck,China,Historical,830846,4.30,"$45,611,069,000.00",No
Ggbtmjoyzv,Australia,Cultural,99496,2.92,"$19,106,171,000.00",No
Nhwjcabiwo,Brazil,Adventure,479846,2.63,"$73,787,251,000.00",No
Pxdzmfssql,India,Historical,139478,4.07,"$89,487,929,000.00",No
Xzeihkjsws,China,Nature,406443,4.95,"$29,038,437,000.00",Yes
Nzveqvwfhz,India,Beach,406020,4.03,"$96,977,528,000.00",No
Rvembjscqc,USA,Adventure,973140,2.96,"$64,069,187,000.00",Yes
Gtvxzryrkz,China,Nature,971163,2.15,"$18,480,543,000.00",No
Vgedyibsvj,India,Urban,68662,1.82,"$98,004,577,000.00",No
Uvcfxlojrl,France,Nature,157709,4.57,"$16,955,166,000.00",Yes
Jqyslidlbk,Egypt,Adventure,614520,3.85,"$81,760,463,000.00",No
Pruymgrooe,Australia,Beach,621068,2.48,"$37,751,147,000.00",Yes
Dhemqbnexr,China,Nature,518767,4.16,"$96,634,763,000.00",No
Yzelwzotrf,China,Beach,526165,3.58,"$65,412,569,000.00",Yes
Qukbylftrs,Egypt,Nature,352908,3.19,"$89,863,661,000.00",Yes
Hjacihqnhq,Australia,Beach,464005,1.08,"$22,161,209,000.00",Yes
Afpmvkwfkt,Egypt,Beach,759379,2.90,"$42,403,754,000.00",No
Xwzckcrtbp,France,Nature,322065,1.72,"$36,261,334,000.00",Yes
Rkgqydipvw,China,Cultural,622105,1.11,"$13,321,359,000.00",Yes
Zzrrjmwafy,China,Adventure,967353,1.05,"$85,971,351,000.00",Yes
Fbstnfbkal,USA,Adventure,784589,2.89,"$21,561,169,000.00",No
Vmzrxsysrl,India,Beach,409010,3.34,"$62,754,072,000.00",No
Gfoixdycjx,Egypt,Nature,926565,3.10,"$97,746,276,000.00",Yes
Kwzcdufsal,Egypt,Urban,86216,1.20,"$34,443,058,000.00",No
Agnfoguklu,USA,Beach,661613,4.03,"$59,171,922,000.00",Yes
Vxcvbofayu,Egypt,Historical,597686,1.18,"$77,322,542,000.00",No
Xcdvoywznl,Australia,Nature,667356,3.68,"$55,543,753,000.00",Yes
Njphucuhtz,Australia,Cultural,975351,3.66,"$37,158,314,000.00",Yes
Iekbonfpez,USA,Historical,137955,4.13,"$87,266,528,000.00",Yes
Mcrpqphkem,France,Adventure,366217,1.68,"$24,964,632,000.00",Yes
Zhluhfxiss,Egypt,Beach,603382,2.17,"$36,620,293,000.00",No
Smsuzawdbi,Brazil,Cultural,220259,4.10,"$11,024,677,000.00",No
Zsfmzvphol,Egypt,Urban,306666,2.48,"$1,665,903,000.00",No
Oigefnkfci,Brazil,Cultural,942376,3.62,"$5,962,724,000.00",Yes
Opijidralg,France,Cultural,764939,1.68,"$52,424,322,000.00",No
Fhwrgeorco,Australia,Cultural,903545,2.75,"$34,003,295,000.00",No
Xmbxasesgd,India,Nature,834104,3.54,"$56,459,305,000.00",Yes
Cyngfldyef,Brazil,Cultural,481916,3.73,"$25,490,223,000.00",No
Dcbqxrttic,USA,Historical,800902,2.58,"$92,443,568,000.00",Yes
Uvzhienfki,China,Historical,912663,2.77,"$4,415,359,000.00",No
Hwvpzawjpt,Egypt,Cultural,563339,4.78,"$32,639,009,000.00",Yes
Qrbqadtdaq,India,Nature,704125,2.16,"$57,688,747,000.00",No
Tcelghlluy,USA,Historical,432711,4.62,"$27,281,915,000.00",Yes
Fxnwksopgn,India,Nature,887753,2.22,"$37,995,695,000.00",Yes
Penbcrzkfe,Australia,Cultural,629125,3.50,"$64,336,797,000.00",Yes
Tahpcggxka,Brazil,Nature,523925,3.66,"$92,260,194,000.00",Yes
Khzgagvawz,India,Cultural,61260,2.92,"$9,305,003,000.00",Yes
Dopumknfhl,USA,Historical,861950,2.04,"$60,141,832,000.00",Yes
Cxgljrzhhe,China,Urban,840766,2.48,"$76,359,129,000.00",No
Ataguegrra,France,Beach,5765,1.05,"$52,655,128,000.00",No
Rnpwhutfgm,Brazil,Historical,891563,2.29,"$20,058,203,000.00",No
Iqycoghdcu,Egypt,Beach,150213,3.71,"$65,657,333,000.00",Yes
Szfnzfjfks,Brazil,Urban,859270,4.03,"$36,122,599,000.00",Yes
Iokraeiwkg,Australia,Cultural,225075,1.78,"$5,648,738,000.00",No
Zyoppjylbo,China,Adventure,989910,1.71,"$2,959,652,000.00",No
Wnjtambybv,France,Nature,914858,3.50,"$11,569,498,000.00",Yes
Sahgjejewn,India,Beach,852391,3.99,"$80,893,832,000.00",Yes
Ihmfyaihke,Australia,Cultural,258256,2.74,"$72,467,429,000.00",No
Qpognjlewv,Egypt,Adventure,596978,4.38,"$20,085,291,000.00",No
Gdquloqjlh,Australia,Cultural,881548,3.27,"$3,986,605,000.00",Yes
Egfkzkxftc,India,Nature,591288,1.96,"$85,817,718,000.00",Yes
Uhoapeemot,Egypt,Beach,664706,1.10,"$49,156,001,000.00",Yes
Rykzaivtid,Egypt,Historical,280460,2.27,"$29,343,418,000.00",Yes
Jedhgcdfrc,USA,Adventure,315989,3.20,"$97,672,925,000.00",No
Jskpswgtsr,China,Historical,810558,4.80,"$44,969,144,000.00",Yes
Niwqswmiua,Brazil,Adventure,826759,2.31,"$81,759,703,000.00",Yes
Qcsairqpld,Australia,Adventure,188736,3.82,"$93,688,495,000.00",No
Whjzkuslvy,USA,Cultural,20839,2.24,"$4,563,619,000.00",Yes
Hfwgiiqvgq,USA,Historical,476522,1.24,"$87,562,428,000.00",No
Zjjivlsoxv,India,Beach,8850,3.29,"$36,670,362,000.00",No
Xjnjicighe,USA,Beach,98635,2.37,"$3,366,610,000.00",Yes
Abcnipghlz,Australia,Adventure,802477,1.29,"$50,759,092,000.00",No
Iiumhpzsaq,Brazil,Nature,361689,2.18,"$8,029,054,000.00",Yes
Juzcrcorbw,France,Urban,866308,4.41,"$29,648,222,000.00",No
Iiizpdypxb,Australia,Historical,850934,1.63,"$58,348,046,000.00",Yes
Zpzrfvyxpj,France,Urban,365991,2.03,"$50,649,433,000.00",No
Sfhumyhyxu,Egypt,Nature,466757,2.93,"$78,945,943,000.00",No
Gbsmntohei,France,Adventure,558402,3.04,"$1,774,832,000.00",No
Fqdkdsatnj,Egypt,Urban,652887,1.08,"$4,273,449,000.00",No
Luvhhtknvq,China,Historical,219219,1.13,"$9,597,943,000.00",No
Sbhtdlufwx,Brazil,Adventure,959124,3.74,"$92,013,504,000.00",Yes
Krbcmawxyw,India,Urban,927255,2.63,"$62,007,232,000.00",Yes
Gmfrqrzyzx,USA,Urban,316758,2.16,"$40,864,026,000.00",Yes
Orrumzyhnd,China,Cultural,574158,3.14,"$69,958,365,000.00",No
Qkgabdtngw,India,Nature,528158,1.75,"$72,825,185,000.00",Yes
Eetznnjpvp,France,Beach,491968,3.62,"$58,193,000.00",No
Gripgdkrum,Egypt,Historical,514371,3.24,"$45,615,014,000.00",Yes
Kkzxquenht,Australia,Nature,510369,3.85,"$43,492,554,000.00",No
Gauurshubs,Australia,Historical,500562,1.54,"$57,647,639,000.00",No
Mbicrrqzua,China,Historical,415016,3.37,"$9,301,426,000.00",Yes
Ymbbytnuca,Egypt,Urban,965130,2.34,"$37,095,503,000.00",Yes
Jhphxanfpk,Australia,Nature,330077,1.44,"$77,948,787,000.00",No
Levdyzeepq,Brazil,Beach,770892,2.63,"$92,607,528,000.00",No
Novkvvlhtd,USA,Beach,312912,1.00,"$18,345,014,000.00",No
Eyygfmywdr,Egypt,Historical,266275,2.14,"$96,858,911,000.00",No
Hougutqimh,Australia,Cultural,780578,4.03,"$2,530,242,000.00",Yes
Aoroiekjuk,France,Urban,597282,2.82,"$93,150,512,000.00",Yes
Dtgtxzpbcu,France,Historical,128806,3.59,"$5,736,306,000.00",No
Ephxtzceug,Egypt,Beach,382161,1.23,"$37,369,297,000.00",No
Dlcucaixbp,France,Beach,431104,3.90,"$97,353,219,000.00",Yes
Nekkdpkpoo,India,Adventure,951181,3.00,"$15,934,979,000.00",Yes
Hebzrowkit,Egypt,Historical,402907,3.57,"$11,029,727,000.00",Yes
Vzlcmlpxyl,China,Beach,260213,2.01,"$55,591,692,000.00",No
Mkgbdueulo,France,Historical,641719,2.22,"$20,108,593,000.00",No
Ljnsxfgvin,Australia,Adventure,979542,3.48,"$2,560,169,000.00",No
Exmgsrrwaz,Egypt,Beach,866586,4.02,"$6,429,883,000.00",Yes
Dwvdxcyzbn,Australia,Beach,299923,1.16,"$24,387,713,000.00",Yes
Qtspirdmrp,China,Adventure,544141,3.26,"$749,022,000.00",Yes
Etjavnfkxj,Egypt,Adventure,722410,2.02,"$5,889,788,000.00",No
Fhpbrouxlu,China,Adventure,775789,3.29,"$3,640,082,000.00",No
Bnypuhjwnh,Australia,Adventure,278507,4.30,"$88,353,206,000.00",No
Fjmgozkygs,India,Nature,455132,2.69,"$43,775,143,000.00",Yes
Rnwaoyghab,Australia,Nature,106909,4.19,"$83,622,142,000.00",No
Npcwdrfhra,USA,Nature,448433,2.74,"$321,055,000.00",Yes
Txmoguqcwx,Brazil,Adventure,739277,3.90,"$47,244,828,000.00",No
Vtfivhdtuj,Egypt,Beach,815546,2.93,"$15,128,317,000.00",Yes
Autcphclht,Australia,Cultural,912070,1.44,"$13,464,031,000.00",Yes
Uwsutqrzjl,USA,Cultural,352116,2.56,"$45,894,892,000.00",No
Tjjnkrwpzl,China,Nature,636792,4.28,"$76,030,116,000.00",Yes
Nscytwntkx,France,Nature,386479,1.36,"$48,879,084,000.00",Yes
Vwhvnhhhvb,China,Beach,716519,3.18,"$3,056,143,000.00",No
Iyzwbikiev,Brazil,Adventure,814350,2.90,"$82,115,931,000.00",No
Buqrnzzcmd,USA,Cultural,757380,2.91,"$4,299,454,000.00",No
Kstanzoqbx,Egypt,Beach,772850,2.07,"$6,932,847,000.00",Yes
Nvlflngvmq,USA,Beach,756531,2.88,"$13,748,063,000.00",Yes
Zlpswajgon,Brazil,Adventure,301890,2.78,"$89,796,921,000.00",No
Pytzadqlkx,France,Urban,948251,3.81,"$30,326,857,000.00",Yes
Nftujgutmd,France,Adventure,860397,2.04,"$14,997,876,000.00",No
Nccnikasfz,USA,Cultural,454904,3.44,"$32,455,207,000.00",No
Iefazahwpg,France,Nature,550314,4.61,"$99,046,433,000.00",Yes
Fsdielcrmu,Brazil,Nature,587815,1.87,"$3,572,717,000.00",No
Pnwfcuiybl,USA,Historical,361527,2.91,"$48,305,769,000.00",Yes
Kpeasbowxs,Brazil,Beach,250548,1.46,"$49,047,137,000.00",Yes
Weyjgpqcqr,China,Adventure,941104,1.91,"$75,658,918,000.00",Yes
Vokfntmmtd,India,Beach,556908,2.76,"$14,848,994,000.00",No
Pwazgjgiwq,Egypt,Historical,294631,3.58,"$41,307,934,000.00",Yes
Fyurblpxzd,France,Beach,749694,1.57,"$1,836,502,000.00",Yes
Mnvkhfwufa,USA,Urban,681232,2.53,"$70,039,414,000.00",No
Kqklwrfvvz,Australia,Nature,882874,4.48,"$53,535,779,000.00",Yes
Qpdmtcokuw,USA,Beach,994920,2.90,"$99,040,544,000.00",Yes
Divktshjwq,France,Beach,460224,2.48,"$45,085,685,000.00",No
Mqsgeiwxaa,India,Urban,663469,2.06,"$14,105,197,000.00",No
Zgtjfdbryp,USA,Nature,394339,4.56,"$73,651,907,000.00",No
Biqjybhftf,India,Beach,107843,4.51,"$56,228,835,000.00",No
Ralwmimcgo,France,Nature,241149,3.70,"$63,238,911,000.00",No
Yrlnkqbqyw,India,Cultural,448147,3.51,"$93,190,105,000.00",Yes
Toucstpsat,France,Historical,268200,4.76,"$57,007,672,000.00",Yes
Cnnoqiceas,USA,Cultural,389512,2.56,"$45,194,174,000.00",Yes
Ihpzycmjup,Australia,Urban,767542,1.06,"$21,322,156,000.00",No
Lieaimdkcn,Australia,Nature,384854,2.03,"$2,020,934,000.00",Yes
Yhpmyypolr,USA,Historical,457684,2.29,"$98,129,637,000.00",Yes
Rbmbdqyggl,Australia,Cultural,394111,1.78,"$8,112,292,000.00",No
Mnumqhcyxc,Egypt,Historical,395172,4.72,"$98,200,328,000.00",Yes
Ufknyjbbas,USA,Adventure,686481,2.12,"$76,752,362,000.00",No
Vyhkvedmuk,France,Nature,36675,2.49,"$4,138,356,000.00",Yes
Txqonkllwf,India,Adventure,534936,4.60,"$72,723,401,000.00",Yes
Jhlzsfzroh,India,Urban,535087,2.17,"$69,612,047,000.00",Yes
Vgcfdogigb,Brazil,Historical,982267,3.36,"$40,321,045,000.00",No
Zyyxdpwiqo,China,Cultural,682440,1.24,"$86,736,558,000.00",Yes
Mhdvnaepqu,USA,Adventure,662497,4.48,"$6,643,847,000.00",Yes
Rbugxphcvf,China,Cultural,295820,4.81,"$35,090,809,000.00",No
Qllwybmcwg,USA,Adventure,919585,2.22,"$24,000,968,000.00",No
Kffkwbazfe,India,Cultural,418889,4.15,"$19,282,824,000.00",Yes
Xktpblxrju,China,Historical,12958,3.40,"$13,003,956,000.00",Yes
Kmtwbdigqi,Egypt,Urban,817434,4.36,"$54,226,667,000.00",No
Ziwlcgmogq,China,Urban,644446,3.13,"$17,310,436,000.00",No
Oiovgylsby,Brazil,Urban,309148,1.85,"$74,665,197,000.00",No
Rbsreidjhd,India,Historical,66254,2.03,"$17,889,763,000.00",Yes
Qldzucjbic,Australia,Historical,32479,1.25,"$54,037,326,000.00",No
Oslagdwrhd,China,Beach,954947,4.34,"$8,911,901,000.00",Yes
Nyqkflvjcs,Egypt,Beach,309730,4.67,"$53,554,461,000.00",Yes
Ayjdkcilyw,USA,Adventure,949679,3.00,"$8,871,669,000.00",Yes
Xfvcsyjmam,France,Historical,109472,3.46,"$8,355,289,000.00",Yes
Ildhignbee,China,Historical,906916,1.69,"$18,097,698,000.00",No
Rgwganujea,Australia,Nature,339098,2.77,"$58,611,495,000.00",No
Slgpujwmku,China,Cultural,303034,4.84,"$75,305,057,000.00",No
Upsodxpdum,India,Nature,805470,3.36,"$78,553,062,000.00",Yes
Ritdxefucj,Brazil,Beach,669885,3.22,"$83,883,252,000.00",Yes
Mukktoabow,Australia,Adventure,760108,1.47,"$9,391,124,000.00",No
Erziojzpjo,USA,Historical,678199,2.75,"$91,350,946,000.00",Yes
Xhkywbscgu,USA,Urban,305544,4.15,"$51,573,646,000.00",No
Tgsfbnvurd,China,Nature,377853,1.61,"$50,700,113,000.00",No
Khrvyvbekq,France,Nature,669759,4.89,"$30,810,574,000.00",Yes
Mutwaquyox,India,Nature,286677,1.98,"$45,633,478,000.00",No
Zyuvimtvhv,Egypt,Beach,666863,2.89,"$94,779,829,000.00",No
Pjqzcbkvuw,Egypt,Nature,857174,3.13,"$94,801,759,000.00",Yes
Znxkgvzrjo,Australia,Cultural,949111,2.06,"$38,663,426,000.00",Yes
Rcvwwtwkgc,Australia,Historical,974139,4.06,"$89,456,392,000.00",No
Njsuerafxv,Egypt,Urban,134191,2.78,"$36,254,205,000.00",Yes
Xuyvewcbua,India,Cultural,513284,3.71,"$73,340,518,000.00",Yes
Qlvuimrewx,Egypt,Historical,685442,2.01,"$73,772,638,000.00",Yes
Qgzftuqazj,Australia,Historical,355563,1.26,"$39,564,435,000.00",No
Fwpfzenkig,Egypt,Urban,902924,4.37,"$47,465,116,000.00",Yes
Jdwucgbnyp,China,Cultural,438627,1.43,"$23,226,559,000.00",Yes
Yuszfthrnr,India,Adventure,761529,1.56,"$92,747,687,000.00",Yes
Cngftysnzr,Australia,Cultural,505793,4.23,"$62,141,085,000.00",Yes
Easrbysbea,USA,Nature,871566,4.87,"$14,756,037,000.00",Yes
Itnbdqjntk,Brazil,Beach,405890,1.44,"$19,641,982,000.00",Yes
Ibyswatzoz,USA,Beach,11390,4.50,"$9,220,182,000.00",No
Kzvhzghlvy,China,Nature,778819,3.00,"$93,386,654,000.00",Yes
Bikspwzhbs,China,Adventure,484507,2.54,"$84,981,423,000.00",Yes
Kawomgcemy,Egypt,Beach,409670,1.81,"$70,647,813,000.00",Yes
Ycsbvadyqy,Australia,Nature,24231,3.41,"$5,194,577,000.00",Yes
Yueqzqiqbf,USA,Nature,265394,4.92,"$24,972,049,000.00",No
Orxwkgpnuv,Egypt,Adventure,94076,2.08,"$10,436,101,000.00",No
Vpxwicnstc,Brazil,Nature,702728,2.33,"$84,126,031,000.00",Yes
Yfbyngkrnw,Egypt,Nature,312726,2.93,"$2,646,205,000.00",No
Excfacubgv,India,Nature,724417,3.78,"$14,765,393,000.00",No
